ip_request_rate,method_encoded,avg_time_between_requests,unique_endpoints,is_sensitive_endpoint
13,1,0.953,4,0
11,0,3.104,5,0
3,1,3.884,4,1
5,1,3.506,4,0
6,0,4.829,5,0
13,1,1.289,3,0
28,0,0.161,1,1
3,0,2.755,7,0
10,0,2.974,3,0
9,1,3.466,7,0
49,2,0.156,1,1
6,0,3.964,5,0
10,0,3.641,2,0
13,0,1.432,2,0
7,0,1.798,7,0
4,0,2.214,5,0
8,1,2.842,3,0
10,1,0.587,7,0
10,0,2.02,4,1
10,1,1.093,6,0
9,0,1.703,4,0
9,0,2.593,5,0
4,0,2.247,2,0
8,1,1.128,4,0
10,0,1.066,6,0
6,0,2.198,5,0
103,3,0.025,1,1
13,1,3.661,3,0
6,0,1.245,2,0
10,0,4.111,7,0
11,0,2.882,7,0
3,0,3.351,5,0
3,0,1.073,3,0
10,0,2.449,7,0
6,1,3.507,2,0
2,0,2.877,3,0
3,1,1.558,3,1
178,2,0.093,1,0
12,0,3.36,5,0
5,1,4.831,5,1
3,0,1.63,7,0
10,0,4.903,6,0
3,0,0.888,6,1
13,0,2.437,5,1
14,1,3.526,5,0
8,1,4.005,5,0
10,1,4.642,5,0
4,0,2.574,3,0
1,1,3.376,3,0
2,1,1.805,4,0
9,0,3.384,6,0
11,1,4.636,5,0
2,0,2.551,7,0
4,1,1.775,7,0
14,0,2.08,7,0
8,0,2.144,3,0
5,0,4.788,7,0
23,2,0.164,1,0
3,0,2.662,4,0
14,0,4.477,7,0
3,0,1.245,2,1
1,1,2.419,2,0
6,0,2.887,2,0
1,0,4.125,4,0
3,0,1.129,5,0
3,1,3.872,4,0
52,3,0.069,1,0
116,1,0.198,1,1
5,0,3.55,3,1
2,1,4.307,7,0
172,2,0.086,1,0
4,1,3.028,4,0
97,3,0.166,1,0
13,1,3.008,5,0
14,0,3.895,3,0
14,1,4.453,7,0
13,0,1.665,7,0
8,1,3.178,4,0
1,0,2.673,4,0
8,1,3.865,3,0
12,0,2.401,4,0
10,0,4.922,4,0
82,2,0.138,1,1
6,0,2.641,6,0
13,1,2.146,4,0
10,1,1.366,2,1
1,0,3.012,6,0
23,3,0.168,1,0
14,1,1.153,3,0
181,1,0.129,1,0
7,1,3.063,3,0
7,0,2.166,7,0
11,1,4.481,3,0
6,1,1.642,5,0
2,1,2.677,4,0
7,0,4.722,7,0
13,1,1.552,3,0
9,1,0.774,3,0
10,0,3.92,4,0
13,0,2.469,7,0
9,0,4.448,2,0
5,1,4.411,5,0
2,1,3.64,7,0
9,0,1.538,2,0
4,0,4.122,3,0
1,0,1.095,3,0
11,0,2.35,3,0
48,1,0.02,1,0
14,1,2.131,7,0
13,1,4.551,3,0
9,1,4.206,6,0
3,1,4.722,7,0
3,0,2.647,6,1
5,0,1.932,6,1
189,2,0.172,1,1
9,0,1.579,2,0
14,0,4.105,2,1
6,1,4.899,5,0
12,1,0.691,2,0
1,0,4.01,4,1
8,0,1.373,5,0
2,0,3.338,6,0
6,1,2.175,4,0
6,1,2.098,2,0
4,1,4.557,3,0
3,1,2.678,3,0
1,1,0.871,4,0
5,0,2.483,7,0
14,1,1.642,4,0
2,1,0.996,2,0
9,1,4.421,4,0
13,0,2.684,2,0
11,0,1.59,5,0
1,1,4.525,4,0
14,0,2.081,6,0
6,1,2.568,5,0
3,0,3.902,6,1
5,0,2.591,2,0
7,1,0.585,4,0
3,1,4.033,3,0
13,1,1.33,6,0
192,0,0.059,1,0
9,1,4.193,6,0
9,1,3.777,2,0
13,1,0.68,7,0
14,1,3.963,2,0
13,1,2.331,2,0
1,1,1.905,2,1
4,1,3.143,6,1
13,0,0.525,4,0
6,0,4.581,7,1
5,0,1.959,6,0
5,1,3.905,4,0
4,0,0.801,7,0
10,0,2.533,3,0
9,0,1.331,4,1
2,0,1.817,3,0
7,0,2.061,4,0
14,1,1.552,3,1
10,0,1.935,5,0
6,1,3.94,5,0
13,0,0.846,5,1
8,1,3.788,3,0
2,1,3.845,7,1
4,0,2.222,7,0
1,0,2.178,7,0
7,0,3.172,2,0
136,0,0.197,1,1
10,1,2.5,4,0
3,0,3.174,4,0
10,0,1.962,2,0
4,0,1.364,2,0
11,0,0.91,6,1
7,0,4.143,7,0
14,0,1.948,5,0
144,2,0.194,1,1
12,1,4.853,3,0
14,1,4.459,6,1
4,0,3.626,7,0
133,0,0.186,1,1
10,0,2.066,7,0
13,1,3.268,5,0
2,0,3.476,3,0
147,2,0.18,1,0
6,0,0.975,5,0
2,1,2.937,3,0
6,0,3.53,3,0
14,0,3.099,6,0
12,1,4.638,5,0
1,1,2.294,3,0
1,0,1.186,3,1
8,0,3.639,3,0
7,0,3.402,7,0
4,1,1.681,3,0
4,1,4.757,3,0
7,0,0.633,2,0
1,0,0.65,7,0
3,1,0.653,6,0
5,0,0.743,6,0
13,1,1.153,4,0
6,1,0.892,5,0
11,1,0.828,6,1
127,1,0.143,1,0
13,0,4.296,4,0
14,0,1.477,2,0
107,2,0.022,1,1
14,0,3.246,3,0
10,0,3.434,2,0
3,1,1.635,4,0
2,1,2.096,2,0
10,0,2.514,4,1
2,1,3.104,2,0
3,0,1.637,4,0
10,0,0.849,5,0
6,0,4.137,2,0
11,0,4.704,2,1
5,0,2.018,3,0
5,0,1.4,7,1
9,0,1.425,7,0
12,0,4.674,7,0
14,1,2.955,4,1
12,1,0.697,7,1
2,1,3.88,4,0
9,1,4.95,4,0
3,0,3.703,2,0
11,0,1.449,2,0
189,3,0.06,1,1
11,1,0.898,7,0
4,1,2.279,2,1
6,1,2.987,6,0
67,3,0.071,1,0
4,1,4.298,7,0
8,0,4.475,4,0
50,0,0.084,1,1
12,1,2.527,5,0
9,0,3.166,5,0
6,1,4.639,5,0
2,0,1.892,7,0
3,1,4.643,2,0
2,1,1.501,2,0
8,0,4.758,3,0
4,0,3.479,7,1
5,0,1.726,2,0
11,1,3.805,3,0
11,0,1.5,4,0
3,1,3.242,7,0
187,3,0.109,1,0
6,0,4.253,7,1
12,0,4.562,4,0
6,1,1.113,4,0
4,0,4.205,5,0
11,0,1.325,7,0
12,1,4.827,5,0
11,1,3.995,6,0
7,1,3.573,7,0
7,0,1.069,2,0
3,0,4.643,4,0
14,1,2.441,6,0
12,0,1.956,5,0
14,1,1.24,5,0
12,0,3.143,3,0
3,1,1.213,6,0
14,1,4.404,6,0
8,0,0.778,4,0
6,0,4.965,7,0
8,1,1.473,5,0
1,0,2.488,6,1
1,1,3.41,5,1
11,1,2.585,6,1
7,0,1.096,6,0
7,1,0.838,7,0
9,0,3.123,6,0
11,1,2.999,4,0
8,1,1.174,4,0
10,1,4.207,4,0
7,1,3.434,7,0
2,0,3.253,7,0
12,0,1.255,4,0
13,0,2.501,2,0
6,0,3.162,6,0
14,0,1.003,4,0
2,0,1.361,5,0
6,0,1.902,6,0
11,1,3.477,7,1
14,1,2.423,6,0
6,1,1.2,4,0
12,0,1.569,3,0
14,0,3.387,4,0
13,0,4.516,3,0
8,1,3.804,2,0
11,0,3.832,6,0
4,0,2.305,3,1
12,1,2.622,6,0
12,0,3.061,3,0
2,0,1.81,7,0
7,0,1.512,3,1
3,0,1.085,3,0
9,1,3.193,3,1
6,1,4.329,2,0
2,1,3.919,4,0
12,0,2.095,5,1
1,0,3.39,2,0
8,1,0.578,6,0
9,1,0.75,4,0
12,1,4.619,6,0
8,1,2.813,4,0
3,0,4.759,5,0
42,1,0.018,1,0
8,0,4.461,5,0
5,0,2.811,7,0
1,1,3.903,5,0
10,0,1.207,5,1
11,1,1.321,6,0
11,0,3.143,6,0
4,1,4.09,3,0
10,1,1.875,4,0
4,1,2.197,7,0
61,3,0.048,1,0
7,0,0.823,2,0
4,1,2.918,5,0
194,2,0.048,1,1
49,0,0.13,1,1
11,0,3.93,6,0
4,0,2.469,6,0
35,2,0.134,1,0
6,1,4.704,2,0
58,2,0.082,1,0
1,1,2.483,2,0
12,0,2.23,4,0
8,1,1.959,4,0
1,0,2.612,4,0
4,1,2.331,5,1
14,1,2.359,6,1
12,1,1.658,6,0
10,0,1.799,7,0
6,0,3.312,3,0
9,1,1.764,2,0
2,1,0.576,3,0
14,1,1.303,7,1
109,0,0.086,1,0
86,2,0.032,1,1
4,1,2.106,7,0
11,1,4.451,6,0
10,1,4.084,6,0
93,0,0.143,1,1
5,0,1.3,5,0
6,0,1.071,6,1
9,1,4.84,5,0
6,1,3.948,6,0
6,0,4.963,5,0
7,1,2.151,7,0
8,1,0.947,3,0
12,1,2.065,2,0
10,1,1.893,3,0
3,0,2.982,7,0
2,0,4.502,7,1
13,1,1.844,2,0
9,1,4.639,4,0
6,0,3.113,2,0
5,0,2.27,5,0
8,1,0.682,3,1
6,0,1.223,4,0
6,1,2.742,5,0
14,1,2.076,4,0
105,3,0.169,1,1
7,1,2.223,5,0
10,1,1.082,5,0
12,0,0.68,4,0
3,0,4.778,5,1
2,0,4.836,4,0
5,1,1.808,2,0
6,1,2.41,2,0
6,0,4.921,6,0
12,1,4.571,2,0
10,0,4.055,3,0
9,1,2.066,2,0
5,0,4.76,2,1
1,0,4.262,7,0
127,1,0.182,1,1
5,1,4.263,7,0
4,1,2.015,5,0
8,0,1.677,7,0
7,1,1.017,6,0
7,0,2.409,2,0
2,1,1.594,2,0
4,0,4.289,7,0
1,1,1.038,3,0
5,1,4.929,4,0
12,0,2.827,7,0
2,0,1.805,5,0
8,0,1.961,4,0
9,1,2.651,7,0
5,0,1.068,6,0
13,1,4.754,5,1
1,0,4.864,6,0
8,0,4.382,7,0
5,1,4.456,5,0
6,1,1.963,5,0
4,1,4.344,7,0
7,0,2.708,4,0
2,1,4.881,4,1
4,0,3.487,6,1
3,0,4.33,6,0
1,1,1.887,7,0
2,0,2.344,2,0
2,1,3.467,4,1
14,0,0.839,5,0
13,0,3.812,3,1
12,0,3.801,5,0
3,0,3.519,5,0
123,0,0.183,1,1
96,0,0.018,1,1
5,1,3.508,7,1
13,1,2.681,4,0
4,1,1.639,2,0
14,1,1.278,6,0
14,0,4.989,7,0
2,1,1.698,5,0
14,0,3.229,7,0
7,1,3.792,2,0
182,2,0.134,1,0
9,0,3.608,3,0
10,0,4.739,4,0
61,2,0.094,1,0
108,0,0.044,1,1
4,1,1.621,5,0
8,1,3.363,5,0
14,1,0.99,2,0
10,1,4.802,5,0
11,1,3.221,2,0
10,0,3.9,6,1
8,1,1.715,2,1
1,1,4.659,7,0
6,1,0.676,6,0
8,0,3.048,4,0
6,1,3.374,4,0
14,1,1.47,4,0
9,1,3.721,2,0
2,1,3.003,2,0
11,0,4.089,3,1
5,1,1.611,6,1
7,0,3.016,6,0
6,1,0.599,6,0
3,0,2.378,6,0
9,0,2.035,4,1
6,1,3.472,4,0
10,1,4.03,5,0
8,0,1.779,7,1
7,0,2.018,4,1
13,0,2.865,2,0
4,1,3.389,6,0
4,0,2.768,7,0
12,1,1.802,6,1
142,0,0.061,1,1
11,0,1.355,6,0
4,0,3.805,4,0
6,1,4.87,6,0
146,3,0.135,1,1
5,1,1.085,2,0
10,0,2.067,6,0
1,1,2.284,2,0
4,0,4.995,2,1
2,1,2.316,6,0
10,1,1.959,2,1
11,1,0.637,7,0
14,0,3.756,4,0
8,1,1.806,4,0
164,0,0.06,1,0
10,0,1.571,2,0
14,1,0.934,2,0
9,0,3.393,2,0
12,1,1.759,6,0
8,0,1.426,3,0
12,1,1.604,3,0
8,0,1.457,6,0
5,1,0.771,2,0
5,0,2.22,4,0
100,1,0.095,1,1
66,2,0.172,1,0
14,1,4.221,6,1
13,0,4.412,3,1
10,0,1.779,6,0
66,3,0.014,1,1
5,0,4.78,7,0
51,3,0.058,1,0
7,1,1.133,5,1
2,1,2.671,7,0
4,1,4.434,5,0
6,1,4.632,4,0
119,3,0.186,1,1
8,0,4.298,3,1
5,0,4.938,2,0
74,3,0.102,1,1
8,0,0.939,4,1
2,0,1.122,7,0
146,3,0.088,1,1
3,0,0.698,4,0
5,0,3.186,3,1
4,0,1.858,7,1
1,0,3.246,3,0
3,1,3.721,7,0
117,2,0.198,1,0
9,1,4.302,6,0
5,1,3.455,3,0
30,1,0.184,1,0
9,0,3.54,6,0
4,1,1.296,6,0
1,0,3.795,6,1
9,0,4.977,7,0
10,0,1.204,5,0
10,1,3.629,2,0
7,1,1.724,6,0
6,1,0.806,7,0
9,1,4.277,4,1
3,0,1.736,6,0
4,0,0.958,3,0
97,0,0.119,1,0
12,1,2.877,3,0
9,0,0.887,6,0
6,0,3.503,3,1
14,0,4.229,3,1
8,1,2.199,3,0
11,0,2.524,3,1
5,1,0.664,4,0
3,1,3.287,5,0
14,0,0.534,6,1
2,0,2.213,2,0
113,3,0.134,1,1
9,1,0.657,4,0
10,1,3.869,2,0
8,1,4.167,2,0
2,0,1.15,2,0
12,1,4.675,7,0
12,1,2.711,6,0
1,1,2.639,4,0
8,1,1.395,3,1
13,0,2.599,5,0
115,2,0.105,1,1
8,0,2.151,4,1
6,0,3.761,5,0
4,1,2.903,3,0
7,1,4.311,7,0
139,1,0.183,1,1
14,1,2.694,2,0
4,0,3.403,3,1
13,1,0.722,3,0
8,1,4.204,6,0
13,1,1.845,5,0
7,0,4.475,7,0
10,1,1.788,4,0
5,0,2.91,4,0
10,0,3.01,7,1
9,0,1.925,2,0
9,1,4.046,4,0
11,1,0.625,6,1
192,0,0.025,1,1
9,1,4.593,7,0
14,0,1.163,5,0
8,0,4.272,6,0
4,0,2.262,5,0
14,0,3.531,6,0
7,0,1.256,7,0
5,1,4.68,3,0
8,0,3.471,7,0
14,1,2.042,4,0
125,2,0.199,1,0
13,0,3.704,3,0
7,0,2.532,7,0
9,0,2.861,6,0
11,0,2.419,7,0
12,1,4.315,7,0
10,0,2.444,5,0
5,0,3.826,6,1
13,0,1.744,7,0
6,0,1.306,3,0
9,0,2.77,7,0
7,0,4.723,6,1
3,1,4.845,5,0
10,0,4.929,6,0
1,0,2.891,3,0
1,1,4.021,2,0
2,1,3.5,7,0
8,1,3.844,3,0
38,0,0.088,1,0
8,1,3.411,3,0
8,0,4.395,2,0
1,1,2.289,4,0
7,1,0.624,5,1
10,0,0.73,5,1
9,1,0.755,5,0
9,1,3.125,3,0
9,0,3.758,2,0
1,1,3.278,4,0
8,0,3.423,6,0
5,1,2.648,2,0
2,1,1.076,2,0
11,0,3.568,2,1
170,1,0.018,1,1
11,1,4.897,7,0
13,1,0.559,6,0
10,1,1.437,3,0
13,1,1.173,5,0
99,0,0.123,1,0
12,1,1.383,7,0
9,1,3.213,7,0
9,0,2.231,3,0
6,1,4.458,4,0
4,0,1.56,4,1
9,0,4.863,5,0
5,1,3.535,6,0
10,0,3.457,5,0
14,0,3.369,7,0
6,1,0.869,6,1
5,0,3.554,3,0
9,1,0.507,3,1
4,1,2.073,7,1
5,1,3.74,4,0
10,0,4.911,5,0
9,1,2.289,7,1
12,0,4.444,4,0
164,3,0.076,1,0
10,0,2.751,3,0
4,1,4.864,5,0
2,0,1.521,7,0
13,1,1.142,7,0
11,0,0.907,7,0
11,0,1.158,5,1
5,1,4.289,6,0
14,1,2.305,4,0
1,1,1.541,3,0
14,1,2.835,3,0
13,0,4.799,3,0
6,0,1.29,2,0
9,1,4.506,5,0
3,1,2.235,2,0
6,0,4.242,7,0
6,1,2.172,6,0
12,1,1.987,3,0
8,0,3.172,3,0
8,1,2.797,7,0
3,0,2.117,5,0
3,1,3.744,5,0
108,2,0.03,1,1
2,1,3.166,3,0
1,1,4.904,6,0
13,0,4.802,3,0
14,0,1.392,4,0
10,0,0.568,3,0
8,1,3.199,7,0
13,1,3.999,4,0
115,1,0.023,1,1
7,1,0.929,5,1
14,0,1.434,6,1
4,0,2.887,5,0
5,1,2.339,4,0
5,1,3.117,4,0
7,1,4.753,5,0
10,1,3.745,3,0
13,0,1.656,4,0
186,2,0.167,1,1
11,1,0.598,3,1
5,1,4.49,3,0
14,0,2.841,5,0
13,0,2.62,3,0
1,0,1.456,2,0
7,0,1.014,7,0
14,0,4.95,5,0
12,1,1.198,5,0
9,0,1.753,2,0
12,0,2.942,4,0
3,1,2.005,7,0
14,1,4.265,6,0
13,0,2.104,5,0
12,1,1.361,5,0
6,1,0.896,6,0
7,1,0.897,2,1
4,1,0.546,3,0
8,1,1.539,6,0
129,3,0.016,1,1
9,1,2.828,7,0
13,0,2.289,2,0
7,0,3.603,5,0
8,0,1.581,3,0
170,1,0.178,1,0
11,1,1.865,5,0
11,0,0.798,2,1
10,1,3.265,3,0
14,1,3.242,5,0
3,0,1.32,3,1
11,1,3.326,3,0
8,1,2.439,5,0
14,0,4.276,7,0
12,1,4.311,3,0
4,1,3.09,3,0
9,1,2.222,2,0
9,1,3.8,7,0
9,1,3.097,5,0
5,1,3.255,5,0
1,1,4.037,6,0
3,0,1.517,3,0
3,0,4.493,5,0
5,1,3.976,5,0
8,1,1.919,5,0
9,1,2.327,5,1
1,1,0.739,3,0
1,0,0.646,2,0
7,0,3.999,7,0
7,0,2.39,2,0
6,1,1.213,5,0
2,0,3.464,3,1
184,3,0.075,1,1
8,0,2.891,3,0
3,1,3.335,5,0
14,0,2.703,6,0
3,0,2.544,2,1
10,1,0.989,7,0
144,1,0.116,1,1
9,0,1.85,4,1
8,1,3.613,4,0
6,0,2.924,4,0
9,1,4.232,6,0
3,0,3.911,5,0
12,1,4.942,4,0
7,1,2.726,6,0
49,2,0.186,1,1
7,1,4.277,7,0
126,1,0.116,1,0
8,1,0.867,4,0
12,0,0.569,3,0
10,0,3.842,7,0
13,0,2.922,5,0
3,0,2.853,6,0
9,1,2.324,5,0
1,0,3.247,3,0
2,1,1.123,6,0
14,0,3.121,3,0
4,0,3.065,4,0
5,0,1.163,4,0
14,1,3.817,5,0
2,0,4.988,4,0
100,1,0.033,1,1
8,0,0.631,5,0
12,1,2.106,2,0
2,1,1.499,5,0
123,0,0.058,1,1
53,0,0.046,1,0
11,0,4.085,7,1
9,0,2.466,6,1
10,1,3.598,6,0
11,1,0.96,3,0
8,1,4.538,7,0
13,1,0.552,2,0
4,0,1.229,3,0
12,1,0.855,4,1
71,1,0.078,1,0
11,1,1.579,2,1
13,0,4.202,5,0
9,1,1.902,6,0
5,0,3.859,3,0
8,1,0.772,2,0
12,1,4.238,4,0
13,1,4.438,7,1
5,1,1.34,6,0
11,1,4.513,2,0
4,1,0.635,6,0
6,1,0.556,6,0
1,1,3.726,6,0
14,0,2.977,6,0
4,0,4.176,2,1
8,0,2.367,6,0
11,1,1.222,5,0
7,0,0.835,6,0
7,0,4.372,4,0
1,1,3.483,7,0
13,0,4.289,5,0
6,0,0.907,2,0
8,1,1.338,4,0
12,1,1.868,5,0
3,0,3.291,6,0
4,0,3.831,7,0
11,1,0.707,3,0
14,0,4.121,4,1
6,1,2.02,7,0
5,1,1.35,2,0
108,1,0.063,1,0
7,0,4.22,5,0
79,2,0.136,1,1
194,1,0.124,1,1
63,0,0.165,1,1
7,0,2.31,7,0
139,2,0.174,1,1
26,3,0.035,1,1
4,1,0.713,7,0
14,0,2.338,5,0
13,0,1.055,7,0
12,0,4.592,2,0
174,0,0.02,1,0
2,1,4.66,5,0
7,1,0.533,2,0
6,0,4.137,7,1
120,2,0.012,1,0
11,1,2.693,4,0
8,0,1.944,7,0
4,1,2.846,3,0
12,1,1.925,4,0
1,0,3.931,7,0
5,0,3.867,3,0
11,1,0.789,4,0
14,0,3.08,3,0
133,2,0.182,1,1
8,1,2.096,5,1
13,0,4.251,6,0
1,1,4.256,2,0
3,1,1.109,5,0
10,1,3.977,6,0
122,0,0.136,1,0
14,0,4.155,6,1
13,0,4.388,4,0
88,1,0.076,1,0
7,1,3.182,2,0
3,1,1.39,6,0
9,1,1.96,6,0
4,1,2.278,4,0
4,0,2.772,7,0
10,1,4.196,5,1
3,0,1.329,3,0
12,1,2.922,2,0
1,0,0.904,5,0
2,1,3.17,3,0
10,0,4.775,5,0
3,1,1.193,4,0
5,0,0.739,7,0
7,0,1.016,4,0
98,1,0.101,1,0
1,1,1.892,5,0
8,1,3.836,7,0
11,1,1.121,7,0
40,1,0.128,1,1
6,1,4.729,3,0
7,1,4.08,5,0
6,0,1.909,6,0
3,1,0.718,6,0
4,0,4.991,7,0
5,0,0.58,4,0
8,0,1.511,5,0
5,1,4.211,6,0
1,1,4.408,2,0
4,0,4.986,6,0
10,1,4.714,7,0
1,1,4.075,6,0
150,3,0.01,1,1
11,0,2.618,4,0
13,0,2.129,6,0
11,0,2.598,3,0
10,1,4.025,4,0
73,3,0.051,1,0
14,0,4.615,2,0
11,0,0.968,7,0
13,0,2.545,2,0
13,0,2.245,5,1
9,0,3.579,6,0
9,1,2.54,7,0
13,1,2.983,2,1
14,1,1.483,6,0
4,1,3.79,2,0
106,2,0.096,1,1
13,1,0.896,3,0
3,0,4.774,4,0
4,1,0.523,5,0
2,0,2.136,2,0
174,3,0.128,1,1
9,1,4.184,3,0
2,1,0.905,3,0
2,1,0.926,2,0
3,1,1.165,5,0
5,1,1.267,7,0
11,1,3.198,6,0
6,1,3.398,2,0
5,0,2.661,3,0
6,1,1.027,7,1
12,1,0.816,5,0
13,1,1.188,5,0
10,0,4.807,6,0
11,0,1.73,6,0
8,0,1.186,2,1
73,2,0.13,1,0
10,1,1.42,4,0
11,1,4.802,4,0
8,1,2.225,2,0
8,1,3.654,3,1
14,0,1.857,2,1
24,0,0.183,1,0
14,1,2.14,7,0
98,3,0.113,1,1
9,1,3.984,3,0
5,1,1.589,2,1
11,1,1.182,4,0
10,0,0.652,3,0
4,1,4.904,4,0
9,1,1.506,2,0
11,0,0.843,6,1
5,0,1.179,4,1
7,0,2.564,2,0
9,0,4.734,7,0
149,1,0.167,1,1
2,1,3.195,3,1
7,1,2.577,5,0
4,1,3.907,5,0
10,1,1.293,7,0
2,1,0.532,7,0
13,0,4.444,7,0
8,1,1.689,3,1
6,0,1.758,5,0
14,1,2.585,4,0
10,1,1.965,6,0
6,0,1.545,5,0
1,0,2.673,7,0
8,1,1.41,2,0
14,1,0.74,5,0
10,0,2.416,6,0
7,1,1.457,2,0
9,1,2.201,6,0
14,0,0.878,7,1
5,0,2.136,5,0
10,1,2.267,6,0
9,1,3.136,6,1
3,1,3.82,4,0
140,0,0.03,1,1
3,1,1.029,2,1
12,1,3.818,6,0
12,0,2.363,4,0
10,0,1.521,4,0
1,1,2.351,2,0
10,0,2.545,3,0
11,0,3.069,4,0
1,0,2.464,7,0
4,0,3.729,5,0
1,0,4.274,4,0
13,0,2.958,7,0
9,1,2.044,7,0
12,0,4.842,7,0
12,1,2.886,4,0
7,0,4.107,4,0
10,1,1.619,2,1
1,1,2.905,2,0
1,0,1.854,4,0
46,0,0.085,1,1
12,1,1.878,5,1
6,1,4.988,4,0
160,0,0.081,1,0
7,1,1.582,3,0
13,0,0.903,3,0
6,1,4.272,2,0
1,1,2.635,7,0
8,0,1.013,7,1
78,0,0.028,1,0
4,1,1.761,6,1
14,1,3.683,3,0
6,1,3.64,5,0
4,1,1.04,7,0
59,1,0.104,1,0
5,1,1.084,3,0
8,1,2.638,4,0
5,0,4.518,5,0
1,0,1.103,5,0
8,0,1.302,7,1
2,1,2.737,7,0
8,1,1.01,7,0
111,2,0.071,1,1
136,2,0.017,1,0
1,1,4.29,6,0
11,1,2.486,3,0
13,0,4.098,3,0
8,1,0.539,5,1
6,0,2.16,6,0
1,0,2.902,3,1
7,1,2.955,3,0
3,0,4.559,3,0
4,0,3.197,6,0
14,0,3.825,3,0
2,1,4.018,7,0
2,0,1.93,5,0
12,0,4.365,7,0
6,0,4.832,7,1
4,1,1.242,5,0
4,1,3.224,5,0
5,1,4.112,6,1
3,0,4.305,5,0
9,0,3.366,3,0
9,1,3.347,7,0
11,1,1.233,5,1
3,1,3.66,5,1
6,0,3.41,2,0
4,1,0.829,5,1
10,1,3.367,6,0
4,0,2.175,5,0
7,0,0.937,5,0
14,0,4.908,7,0
12,1,0.613,4,0
7,1,1.279,4,0
2,0,4.372,3,0
9,0,2.131,4,0
12,1,3.573,3,1
2,1,0.763,7,0
1,1,2.389,2,0
3,1,2.428,6,0
7,1,1.995,7,0
3,1,4.942,3,1
6,0,3.041,5,0
7,1,2.23,3,0
11,0,4.593,4,0
13,0,1.555,3,0
4,0,3.803,2,0
5,0,3.77,7,0
5,0,1.697,2,0
4,0,3.219,6,0
12,0,4.827,5,0
11,1,1.681,2,0
12,0,2.196,2,0
170,1,0.076,1,0
3,0,3.272,4,0
8,1,1.56,5,0
2,0,1.25,5,0
14,1,3.441,5,0
2,1,1.026,3,0
7,0,0.675,2,0
7,1,2.19,3,1
2,1,4.046,3,0
8,1,4.306,3,0
9,0,4.034,2,0
5,0,4.068,2,0
5,0,2.612,3,0
11,1,4.789,2,0
8,1,0.606,6,0
1,0,1.441,2,0
4,0,4.458,2,0
1,0,2.705,7,0
4,1,2.534,6,0
159,0,0.184,1,0
10,1,3.439,4,0
5,1,3.683,6,0
6,1,2.46,5,0
101,1,0.055,1,1
3,0,1.906,2,0
9,0,4.246,4,0
1,0,3.229,7,0
4,0,0.698,4,0
1,0,1.817,7,0
12,1,2.381,6,0
1,0,4.536,5,0
32,0,0.026,1,1
125,0,0.092,1,1
3,1,4.458,4,1
11,0,4.582,2,1
84,0,0.179,1,0
6,1,4.57,6,0
13,1,1.267,7,1
12,0,4.077,5,0
9,0,0.861,6,1
8,1,2.743,2,0
9,0,3.466,3,0
7,1,2.891,6,0
8,0,4.687,6,0
98,3,0.041,1,1
11,0,1.066,6,0
14,0,3.885,3,0
2,0,4.044,3,0
8,1,4.198,2,0
13,1,2.284,5,1
10,0,3.798,4,0
6,1,2.762,7,0
5,1,4.231,5,0
9,1,1.505,2,0
8,0,0.65,7,0
12,1,2.969,2,0
169,1,0.057,1,0
24,2,0.014,1,0
4,1,4.984,4,0
8,1,3.371,3,0
11,0,2.728,4,0
10,0,3.041,2,0
13,1,4.101,6,0
3,1,1.328,7,0
11,0,2.079,7,0
11,1,2.846,7,0
11,1,0.561,3,0
95,0,0.136,1,1
4,1,1.218,7,0
55,3,0.122,1,1
6,0,1.985,4,0
3,0,2.522,7,0
2,0,3.337,6,0
187,0,0.064,1,1
5,1,0.559,2,1
13,0,1.974,2,0
195,1,0.078,1,1
10,1,1.946,2,0
12,1,4.334,7,0
5,1,0.959,2,0
2,0,2.134,5,0
8,1,3.949,4,1
3,1,1.393,2,0
4,0,2.486,2,0
12,1,1.437,2,0
3,0,1.895,2,0
11,0,1.856,4,0
4,0,1.904,6,0
9,0,4.297,5,0
13,0,3.299,4,0
12,0,2.796,5,0
7,1,4.936,3,1
1,0,3.661,6,0
12,1,2.432,3,0
2,0,3.42,2,1
41,0,0.121,1,1
3,1,1.837,2,0
14,0,1.06,6,0
5,0,4.2,7,0
14,0,4.486,7,0
1,0,1.882,2,0
8,1,4.768,6,1
11,0,3.208,2,0
7,1,3.504,3,0
1,1,2.836,7,0
3,0,4.977,5,0
1,0,3.626,7,0
14,0,4.621,2,0
13,1,1.875,4,0
3,0,1.709,7,0
14,1,3.783,3,0
2,1,0.757,7,0
2,0,0.989,3,0
9,0,3.45,2,0
6,1,4.174,7,1
1,1,3.967,5,0
14,1,4.49,5,0
11,1,1.087,4,1
7,0,2.793,5,0
9,1,2.917,7,0
10,0,3.7,6,0
3,1,0.557,5,0
7,0,4.692,6,0
8,1,4.892,3,0
6,1,2.338,7,0
2,0,1.942,3,0
14,1,1.144,5,0
1,0,4.931,4,0
3,0,4.871,2,0
2,0,3.264,5,0
2,0,3.782,7,0
199,0,0.157,1,0
2,0,4.001,2,1
3,1,2.61,2,0
4,1,3.91,5,0
3,0,0.931,3,1
115,0,0.015,1,1
10,0,1.457,2,0
1,1,4.774,3,1
12,1,0.839,3,0
12,0,2.684,2,0
54,1,0.159,1,0
10,1,1.204,7,0
14,0,2.278,2,0
